account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,complaints,total_calls,total_minutes,total_charges,churn_prob,segment
90,415,0,0,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,222,646.9,59.5,0.05,Dormant
154,408,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,301,579.1,61.739999999999995,0.06,Dormant
78,408,0,0,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,286,499.7,41.81,0.02,Dormant
93,408,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,278,753.5999999999999,76.32,0.96,At Risk
118,408,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,320,394.90000000000003,41.92999999999999,0.15,Dormant
52,415,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,291,584.6,55.22,0.01,Dormant
125,408,0,1,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,319,506.8,46.98,0.07,Dormant
103,415,0,0,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,296,496.6,50.7,0.01,Dormant
117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,264,555.6,56.85,0.0,Dormant
98,415,0,1,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,238,674.4,67.19,0.06,Dormant
104,415,0,1,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,239,588.7,57.81,0.06,Dormant
87,415,0,0,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,303,494.2,51.870000000000005,0.04,Dormant
120,415,0,0,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,284,600.4000000000001,65.39,0.02,Dormant
74,415,0,1,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,262,490.0,51.169999999999995,0.03,Dormant
143,510,0,0,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,284,512.5,55.05,0.1,Dormant
160,415,0,0,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,371,725.0,72.82000000000001,0.86,At Risk
141,415,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,310,815.0999999999999,88.31,0.16,Dormant
99,415,0,0,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,272,645.9000000000001,64.3,0.03,Dormant
130,415,0,1,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,282,612.3,58.06999999999999,0.07,Dormant
25,415,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,307,532.5,48.85,0.03,Dormant
141,510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,320,658.4,62.73,0.04,Dormant
99,415,0,0,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,346,484.79999999999995,47.540000000000006,0.03,Dormant
177,415,0,0,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,280,620.2,64.02,0.09,Dormant
28,415,0,0,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,326,583.0999999999999,54.870000000000005,0.02,Dormant
155,510,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,319,429.3,47.34,0.03,Dormant
95,510,1,1,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,219,471.3,46.349999999999994,0.72,At Risk
84,408,0,1,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,320,512.3,47.92,0.0,Dormant
108,510,0,0,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,276,597.5,69.94,0.14,Dormant
96,510,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,325,559.0,55.9,0.03,Dormant
143,408,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,345,487.20000000000005,46.339999999999996,0.04,Dormant
16,510,0,0,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,249,531.0999999999999,52.230000000000004,0.03,Dormant
163,408,0,1,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,319,751.4,71.16,0.07,Dormant
101,415,0,1,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,344,591.0,61.53,0.1,Dormant
81,415,0,1,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,301,465.40000000000003,45.05,0.05,Dormant
123,415,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,270,741.7,77.78,0.13,Dormant
171,415,0,1,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,285,557.2,60.3,0.04,Dormant
103,408,0,0,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,276,570.9000000000001,52.019999999999996,0.03,Dormant
171,510,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,291,620.6,58.6,0.05,Dormant
90,415,0,0,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,7.3,4,1.97,1,368,582.5,60.709999999999994,0.03,Dormant
119,415,0,0,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,322,533.5999999999999,53.15,0.75,At Risk
71,415,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,323,565.0,56.699999999999996,0.0,Dormant
91,415,0,0,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,326,465.6,45.72,0.09,Dormant
86,510,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,333,606.4,53.64000000000001,0.57,Loyal
95,510,0,0,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,319,470.8,36.54,0.03,Dormant
101,415,0,1,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,267,680.6,68.77,0.02,Dormant
127,510,1,0,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,289,588.0,61.739999999999995,0.13,Dormant
70,510,0,0,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,305,582.0,52.580000000000005,0.04,Dormant
142,415,0,1,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,329,714.3,69.29,0.05,Dormant
81,408,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,325,661.7,61.65,0.16,Dormant
44,415,1,0,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,282,476.0,40.21,0.24,Dormant
181,510,0,1,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,237,612.2,54.35,0.16,Dormant
3,415,0,0,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,338,559.2,56.43,0.05,Dormant
116,415,0,0,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,262,581.5,61.97,0.0,Dormant
95,415,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,331,603.7,63.99,0.06,Dormant
19,510,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,355,704.3999999999999,74.91000000000001,0.9,At Risk
81,510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,257,600.5,54.989999999999995,0.06,Dormant
148,408,0,1,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,248,568.1,62.41000000000001,0.05,Dormant
124,510,1,0,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10.0,2,2.7,3,267,529.7,51.69,0.71,At Risk
89,510,0,0,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,284,586.2,51.32,0.04,Dormant
124,415,0,0,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,358,425.5,45.03,0.05,Dormant
162,408,0,0,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,223,747.3,71.99,0.66,Loyal
118,510,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,340,729.9000000000001,75.21000000000001,0.24,Dormant
17,415,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,303,725.0999999999999,62.17,0.75,At Risk
172,408,0,0,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,317,695.1,75.28999999999999,0.97,At Risk
32,415,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,319,623.1,64.49,0.07,Dormant
77,415,0,1,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,323,460.1,47.06999999999999,0.74,At Risk
2,415,1,0,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,249,463.6,42.940000000000005,0.62,Loyal
129,510,0,1,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,305,629.3,58.95,0.01,Dormant
131,510,0,0,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,298,633.8,67.52,0.08,Dormant
104,415,0,0,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,257,526.4,45.25,0.08,Dormant
76,415,0,0,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,264,590.3,57.879999999999995,0.1,Dormant
162,415,0,0,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,301,624.1,54.66,0.03,Dormant
76,415,0,0,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,318,664.3,72.03999999999999,0.64,Loyal
133,510,0,0,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,351,748.0,79.47999999999999,1.0,At Risk
73,408,0,0,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,316,594.5,59.75,0.02,Dormant
134,415,0,0,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,336,529.9,49.510000000000005,0.02,Dormant
135,415,1,0,0,186.0,107,31.62,66.0,94,5.61,213.1,105,9.59,12.9,4,3.48,1,306,465.1,46.82000000000001,0.21,Dormant
163,408,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,286,672.7,66.13,0.09,Dormant
131,415,0,0,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,283,478.1,50.279999999999994,0.01,Dormant
15,510,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,244,588.8,49.13,0.16,Dormant
119,408,0,0,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,217,721.7,78.55,0.94,At Risk
100,510,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,306,454.70000000000005,39.33,0.09,Dormant
141,415,0,1,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,330,499.1,46.27,0.03,Dormant
72,510,0,0,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,304,530.0,49.67999999999999,0.01,Dormant
151,415,0,0,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,254,592.0,52.64,0.07,Dormant
173,510,0,1,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,316,717.3,69.81,0.13,Dormant
125,408,0,0,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,324,596.0,62.58,0.03,Dormant
88,408,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,325,639.5,62.09,0.0,Dormant
155,408,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,286,498.0,55.449999999999996,0.05,Dormant
165,408,0,0,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,263,608.0,57.91,0.05,Dormant
160,415,0,0,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,277,675.2,65.81,0.04,Dormant
65,510,0,0,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,324,555.1,56.65,0.04,Dormant
129,415,0,0,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,336,599.4,56.88,0.02,Dormant
57,510,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,260,604.4,54.34,0.02,Dormant
150,415,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,271,507.1,48.269999999999996,0.92,At Risk
157,510,0,0,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,262,594.2,58.4,0.0,Dormant
116,408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,338,533.8,50.9,0.04,Dormant
148,415,0,1,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,306,537.5,50.440000000000005,0.03,Dormant
75,510,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,343,518.7,46.31,0.04,Dormant
104,415,0,0,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,316,488.5,48.720000000000006,0.03,Dormant
